,0
2826,562
2827,559
2828,561
2829,559
2830,559
2831,558
2832,559
2833,559
2834,559
2835,561
2836,559
2837,560
2838,559
2839,559
2840,559
2841,558
2842,560
2843,560
2844,559
2845,560
2846,559
2847,559
2848,560
2849,559
2850,560
2851,564
2852,560
2853,560
2854,560
2855,560
2856,559
2857,557
2858,558
2859,560
2860,559
2861,560
2862,559
2863,560
2864,560
2865,560
2866,560
2867,556
2868,560
2869,560
2870,554
2871,560
2872,558
2873,563
2874,559
2875,559
2876,561
2877,560
2878,560
2879,560
2880,560
2881,561
2882,559
2883,561
2884,559
2885,560
2886,558
2887,560
2888,559
2889,558
2890,558
2891,559
2892,558
2893,560
2894,558
2895,560
2896,559
2897,559
2898,558
2899,559
2900,561
2901,558
2902,558
2903,560
2904,558
2905,559
2906,557
2907,560
2908,559
2909,560
2910,559
2911,559
2912,559
2913,559
2914,559
2915,559
2916,556
2917,559
2918,560
2919,559
2920,560
2921,559
2922,561
2923,559
2924,560
2925,559
2926,559
2927,559
2928,560
2929,558
2930,559
2931,558
2932,555
2933,561
2934,556
2935,558
2936,559
2937,561
2938,555
2939,560
2940,558
2941,560
2942,560
2943,561
2944,559
2945,559
2946,558
2947,559
2948,559
2949,560
2950,559
2951,558
2952,559
2953,559
2954,559
2955,559
2956,557
2957,559
2958,563
2959,560
2960,558
2961,558
2962,559
2963,558
2964,559
2965,559
2966,564
2967,558
2968,558
2969,556
2970,559
2971,558
2972,559
2973,558
2974,558
2975,559
2976,558
2977,555
2978,559
2979,559
2980,559
2981,557
2982,557
2983,559
2984,558
2985,558
2986,558
2987,558
2988,559
2989,556
2990,557
2991,560
2992,557
2993,558
2994,558
2995,557
